0.024378,
0.039727,
0.043311,
0.019117,
0.020507,
0.023002,
0.022241,
0.031035,
0.01559,
0.019115,
0.022977,
0.02306,
0.022624,
0.019724,
0.022456,
0.023756,
0.024173,
0.025455,
0.026239,
0.025678,
0.027287,
0.025707,
0.026297,
0.027312,
0.027344,
0.028988,
0.02974,
0.029753,
0.030984,
0.03209,
0.0312,
0.028304,
0.032923,
0.032761,
0.033874,
0.033043,
0.032379,
0.033581,
0.032481,
0.036626,
0.034178,
0.033628,
0.03421,
0.048332,
0.040998,
0.033561,
0.033803,
0.033227,
0.033447,
0.032291,
0.031931,
0.032647,
0.031018,
0.032922,
0.028065,
0.031959,
0.030168,
0.033361,
0.030742,
0.03407,
0.032593,
0.033021,
0.027265,
0.035439,
0.034174,
0.037529,
0.037382,
0.041253,
0.070463,
0.043754,
0.043928,
0.053986,
0.045515,
0.053961,
0.043661,
0.046807,
0.047535,
0.048843,
0.055964,
0.055717,
0.049844,
0.090343,
0.124731,
0.061157,
0.085814,
0.049503,
0.065723,
0.05696,
0.076921,
0.058832,
0.064786,
0.050146,
0.06277,
0.056879,
0.054775,
0.062694,
0.048687,
0.056492,
0.046519,
0.050034,
0.05301,
0.052284,
0.10885,
0.042317,
0.054246,
0.052968,
0.049088,
0.112775,
0.046138,
0.047964,
0.051894,
0.051654,
0.143623,
0.046945,
0.052934,
0.067604,
0.050111,
0.142026,
0.048782,
0.047957,
0.044503,
0.041706,
0.16251,
0.049001,
0.045263,
0.040873,
0.069728,
0.13486,
0.035905,
0.034431,
0.034592,
0.063306,
0.052957,
0.030806,
0.031921,
0.02524,
0.022047,
0.14427,
0.059948,
0.058065,
0.046266,
0.031331,
0.143768,
0.029634,
0.019668,
0.038902,
0.024826,
0.133375,
0.021768,
0.019965,
0.142614,
0.020839,
0.140287,
0.023438,
0.029194,
0.164724,
0.180457,
0.158235,
0.021843,
0.02317,
0.186685,
0.17107,
0.016634,
0.01509,
0.017394,
0.022247,
0.018518,
0.01944,
0.01774,
0.020277,
0.021447,
0.024122,
0.020241,
0.02186,
0.024249,
0.022151,
0.019568,
0.024167,
0.024417,
0.021862,
0.026028,
0.025243,
0.028889,
0.023615,
0.026539,
0.028421,
0.025322,
0.03251,
0.030479,
0.033811,
0.03362,
0.039093,
0.035431,
0.038316,
0.037738,
0.037643,
0.041528,
0.041054,
0.049225,
0.047526,
0.045078,
0.044968,
0.050904,
0.04313,
0.047391,
0.049412,
0.050502,
0.050157,
0.052901,
0.056187,
0.052882,
0.053954,
0.055896,
0.055029,
0.064656,
0.060267,
0.064953,
0.073571,
0.063218,
0.068809,
0.068131,
0.063485,
0.064307,
0.064086,
0.07083,
0.068941,
0.068573,
0.065143,
0.07267,
0.071888,
0.068859,
0.072086,
0.061102,
0.06761,
0.068738,
0.072903,
0.076468,
0.068031,
0.073689,
0.070401,
0.071639,
0.067483,
0.072624,
0.071909,
0.067304,
0.087289,
0.086531,
0.065803,
0.062698,
0.061294,
0.07142,
0.070172,
0.064704,
0.069216,
0.066201,
0.075656,
0.072136,
0.060075,
0.083519,
0.065549,
0.075758,
0.070707,
0.059429,
0.055149,
0.067975,
0.058953,
0.105806,
0.053002,
0.056302,
0.054739,
0.061064,
0.119728,
0.047438,
0.051106,
0.052254,
0.048322,
0.102747,
0.041796,
0.047138,
0.045681,
0.045256,
0.046687,
0.045119,
0.044468,
0.045886,
0.040578,
0.049159,
0.032619,
0.040169,
0.046284,
0.043221,
0.042574,
0.046432,
0.045777,
0.044059,
0.041258,
0.044095,
0.047275,
0.04514,
0.043005,
0.038344,
0.044354,
0.047977,
0.046198,
0.045937,
0.042581,
0.034999,
0.055155,
0.032236,
0.037791,
0.027829,
0.027937,
0.04408,
0.026457,
0.045812,
0.069799,
0.024173,
0.045584,
0.030136,
0.042623,
0.029302,
0.029409,
0.106813,
0.032472,
0.017987,
0.022237,
0.019311,
0.02227,
0.021478,
0.018773,
0.021069,
0.019349,
0.020957,
0.021503,
0.018747,
0.02219,
0.022707,
0.024158,
0.021058,
0.024479,
0.027416,
0.027596,
0.023545,
0.021943,
0.032352,
0.027958,
0.021318,
0.023517,
0.022554,
0.023947,
0.023066,
0.028821,
0.030899,
0.02909,
0.046922,
0.029446,
0.028098,
0.032786,
0.033846,
0.07977,
0.036442,
0.039257,
0.039156,
0.035725,
0.035654,
0.037237,
0.04172,
0.039293,
0.042031,
0.044831,
0.044634,
0.054289,
0.044418,
0.047365,
0.046003,
0.050229,
0.05173,
0.049906,
0.049635,
0.049943,
0.0535,
0.052399,
0.059551,
0.054809,
0.067191,
0.066046,
0.057712,
0.063995,
0.058497,
0.060758,
0.064883,
0.063438,
0.064028,
0.062605,
0.060125,
0.063782,
0.058173,
0.061222,
0.065531,
0.065536,
0.05993,
0.062812,
0.059887,
0.061526,
0.066063,
0.061592,
0.058804,
0.056234,
0.063046,
0.060585,
0.060437,
0.063276,
0.059424,
0.054286,
0.062271,
0.052054,
0.067378,
0.062642,
0.054542,
0.054104,
0.051231,
0.069888,
0.065957,
0.059566,
0.053977,
0.052252,
0.069951,
0.071924,
0.054501,
0.057392,
0.053583,
0.072161,
0.079636,
0.06128,
0.060969,
0.056138,
0.05224,
0.051044,
0.052429,
0.08927,
0.053927,
0.052512,
0.061752,
0.071481,
0.067668,
0.064556,
0.058031,
0.058986,
0.047576,
0.080736,
0.048676,
0.049167,
0.052168,
0.045532,
0.043077,
0.043876,
0.053287,
0.05412,
0.048255,
0.064255,
0.053462,
0.064537,
0.062077,
0.069371,
0.074374,
0.043085,
0.040913,
0.073628,
0.086218,
0.068395,
0.03611,
0.033633,
0.042089,
0.045296,
0.069165,
0.009075,
0.019428,
0.028881,
0.021977,
0.022225,
0.021262,
0.026791,
0.030657,
0.022604,
0.024509,
0.020714,
0.024927,
0.033327,
0.034666,
0.02633,
0.025656,
0.023488,
0.024094,
0.025007,
0.025592,
0.025328,
0.02673,
0.029384,
0.028623,
0.03049,
0.027181,
0.034983,
0.031197,
0.03532,
0.038682,
0.034249,
0.03495,
0.040218,
0.049208,
0.037453,
0.041423,
0.046846,
0.0484,
0.053475,
0.045368,
0.101683,
0.045348,
0.043543,
0.046907,
0.049279,
0.046512,
0.052333,
0.053863,
0.048648,
0.056462,
0.060916,
0.060146,
0.058101,
0.058311,
0.059943,
0.061478,
